id,title,artist,type,releaseDate,selectedForStudioShelf,songCount,videoCount,declaredTrackCount,missingTrackCount,coverPath,storefronts,metadataStatus,sourceUrls,notes
apple-542593700,Shall We Dance? Shall We Talk!,陳奕迅,studio,2001-04-13,True,13,0,13,0,covers/542593700-Shall We Dance_ Shall We Talk!.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/shall-we-dance-shall-we-talk/542593700?uo=4 | https://musicbrainz.org/release-group/28e0e88e-dd20-3b49-8b87-39cc6597865f,
apple-542592136,反正是我 (國),陳奕迅,studio,2001-07-19,True,10,0,10,0,covers/542592136-反正是我 (國).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E5%8F%8D%E6%AD%A3%E6%98%AF%E6%88%91-%E5%9C%8B/542592136?uo=4 | https://musicbrainz.org/release-group/428578e1-711a-3502-a2c7-43d87e0aa390,
apple-545058478,謝霆鋒 + 陳奕迅 (純音樂世界),謝霆鋒 & 陳奕迅,instrumental,2001-09-21,False,20,0,20,0,covers/545058478-謝霆鋒 + 陳奕迅 (純音樂世界).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E8%AC%9D%E9%9C%86%E9%8B%92-%E9%99%B3%E5%A5%95%E8%BF%85-%E7%B4%94%E9%9F%B3%E6%A8%82%E4%B8%96%E7%95%8C/545058478?uo=4 | https://musicbrainz.org/release-group/322ca657-11a6-48ad-bab6-d8666bfa6589,
apple-542634698,The Easy Ride,陳奕迅,studio,2001-11-08,True,11,0,11,0,covers/542634698-The Easy Ride.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/the-easy-ride/542634698?uo=4 | https://musicbrainz.org/release-group/bcd57558-523c-4364-8b1b-08e0ebd49e09,
apple-542611053,The Easy Ride 演唱會 (Live),陳奕迅,live,2002-01-18,False,22,0,22,0,covers/542611053-The Easy Ride 演唱會 (Live).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/the-easy-ride-%E6%BC%94%E5%94%B1%E6%9C%83-live/542611053?uo=4 | https://musicbrainz.org/release-group/355e2e29-3f71-4049-9c57-8dbf78acf17d,
mb-797e7833-e52e-4c21-a4f3-7d37bb2b5333,拉闊壓軸：林子祥 / 陳奕迅,林子祥 & 陳奕迅,live,2002-02,False,25,0,25,0,,,physical-reference,https://musicbrainz.org/release/797e7833-e52e-4c21-a4f3-7d37bb2b5333 | https://musicbrainz.org/release-group/f91397d4-00f3-4726-8a27-f31439c7ed23,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。 | 曲目已保存，独立封面尚未下载成功；不使用其他专辑图片代替。
apple-542612232,Special Thanks To.. (香港版),陳奕迅,studio,2002-04-02,True,10,0,10,0,covers/542612232-Special Thanks To.. (香港版).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/special-thanks-to-%E9%A6%99%E6%B8%AF%E7%89%88/542612232?uo=4 | https://musicbrainz.org/release-group/bdf1de35-e295-43ae-acc5-3bbe54370156,
apple-542611601,The Line-Up,陳奕迅,studio,2002-07-24,True,10,0,10,0,covers/542611601-The Line-Up.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/the-line-up/542611601?uo=4 | https://musicbrainz.org/release-group/8c2492f2-e3e1-358b-99a1-608279ab27b6,
apple-542613324,For a Change & Hits (新曲+精選),陳奕迅,compilation,2002-12-05,False,21,0,21,0,covers/542613324-For a Change & Hits (新曲+精選).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/for-a-change-hits-%E6%96%B0%E6%9B%B2-%E7%B2%BE%E9%81%B8/542613324?uo=4 | https://musicbrainz.org/release-group/69dbbe65-13f4-3cb8-9f7a-91acc75e4459,
apple-542681657,Third Encounter Concert Live,陳奕迅,live,2003-03-27,False,25,0,25,0,covers/542681657-Third Encounter Concert Live.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/third-encounter-concert-live/542681657?uo=4 | https://musicbrainz.org/release-group/a13d7c00-1a6f-42af-a2e7-a046225b0e27,
apple-542923554,黑.白.灰,陳奕迅,studio,2003-04-15,True,10,0,10,0,covers/542923554-黑.白.灰.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E9%BB%91-%E7%99%BD-%E7%81%B0/542923554?uo=4 | https://musicbrainz.org/release-group/1f7f516f-1935-3b7d-a4fa-ec290ce1b43d,
apple-542676848,Live for Today,陳奕迅,studio,2003-07-22,True,11,0,11,0,covers/542676848-Live for Today.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/live-for-today/542676848?uo=4 | https://musicbrainz.org/release-group/02ab15ca-c804-3615-a187-07adbbe02e38,
mb-9c154b03-65bf-42ba-a884-3074bc5abab1,七,陳奕迅,compilation,2003-11-18,False,18,0,18,0,covers/mb-9c154b03-65bf-42ba-a884-3074bc5abab1-七.jpg,,physical-reference,https://musicbrainz.org/release/9c154b03-65bf-42ba-a884-3074bc5abab1 | https://musicbrainz.org/release-group/0e20d9c7-2896-44d0-b209-434b2cf5b2b8,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。
mb-3763f14e-d9bf-4805-9b1e-9fc0e9f7ebce,陳奕迅&葉蒨文 903 id club 拉闊音樂會,Eason Chan & Sally Yeh,live,2004-01-16,False,24,0,24,0,,,physical-reference,https://musicbrainz.org/release/3763f14e-d9bf-4805-9b1e-9fc0e9f7ebce | https://musicbrainz.org/release-group/e1954216-cd68-4fc1-8c76-62412f62667f,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。 | 曲目已保存，独立封面尚未下载成功；不使用其他专辑图片代替。
apple-548143960,英皇鋼琴熱戀系列: 陳奕迅,陳奕迅,instrumental,2004-07-09,False,20,0,20,0,covers/548143960-英皇鋼琴熱戀系列_ 陳奕迅.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E8%8B%B1%E7%9A%87%E9%8B%BC%E7%90%B4%E7%86%B1%E6%88%80%E7%B3%BB%E5%88%97-%E9%99%B3%E5%A5%95%E8%BF%85/548143960?uo=4 | https://musicbrainz.org/release-group/d97d4013-d637-49d4-aa84-4bc28ba9cea1,
apple-1444401074,對不起 謝謝 (國) - Single,陳奕迅,single,2005-01-01,False,1,0,1,0,covers/1444401074-對不起 謝謝 (國) - Single.jpg,"cn,hk,tw",catalog,https://music.apple.com/hk/album/%E5%B0%8D%E4%B8%8D%E8%B5%B7-%E8%AC%9D%E8%AC%9D-%E5%9C%8B-single/1444401074?uo=4,
apple-1443938740,怎麼樣,陳奕迅,studio,2005-01-01,True,10,0,10,0,covers/1443938740-怎麼樣.jpg,"cn,hk,tw",supplemented-from-physical,https://music.apple.com/hk/album/%E6%80%8E%E9%BA%BC%E6%A8%A3/1443938740?uo=4 | https://musicbrainz.org/release-group/e9024bcc-845b-3549-b0bd-0770822e6cf0,按官方 10 曲 CD 发行补入第 3 首 Hippie。
apple-542693388,Great 5000 Secs (新曲+精選),陳奕迅,compilation,2005-02-04,False,18,0,18,0,covers/542693388-Great 5000 Secs (新曲+精選).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/great-5000-secs-%E6%96%B0%E6%9B%B2-%E7%B2%BE%E9%81%B8/542693388?uo=4 | https://musicbrainz.org/release-group/5a56168a-d22f-305f-9f52-9d8b509734fc,
apple-542698905,"Great 5000 Secs, Vol. 2 (新曲+精選)",陳奕迅,compilation,2005-06-07,False,17,0,17,0,"covers/542698905-Great 5000 Secs, Vol. 2 (新曲+精選).jpg","cn,hk,tw,us",catalog,https://music.apple.com/hk/album/great-5000-secs-vol-2-%E6%96%B0%E6%9B%B2-%E7%B2%BE%E9%81%B8/542698905?uo=4 | https://musicbrainz.org/release-group/1366d7bd-27bc-3493-96dd-c812f962f7dc,
apple-1443374875,U 87,陳奕迅,studio,2005-06-07,True,12,0,12,0,covers/1443374875-U 87.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/u-87/1443374875?uo=4 | https://musicbrainz.org/release-group/8905581d-9785-39d6-8470-e4888b102f1f,
apple-1442912707,Life Continues,陳奕迅,ep,2006-01-01,False,7,0,7,0,covers/1442912707-Life Continues.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/life-continues/1442912707?uo=4 | https://musicbrainz.org/release-group/8b6f0baa-026b-3a3d-b180-8d1deb85a50e,
apple-1443345687,What's Going On...?,陳奕迅,studio,2006-01-01,True,10,0,10,0,covers/1443345687-What's Going On..._.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/whats-going-on/1443345687?uo=4 | https://musicbrainz.org/release-group/37ef8e29-9479-3e7c-b197-c70623427eda,
apple-1443368631,正東10X10我至愛唱片 - U87,陳奕迅,studio,2006-01-01,False,13,0,13,0,covers/1443368631-正東10X10我至愛唱片 - U87.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E6%AD%A3%E6%9D%B110x10%E6%88%91%E8%87%B3%E6%84%9B%E5%94%B1%E7%89%87-u87/1443368631?uo=4 | https://musicbrainz.org/release-group/8905581d-9785-39d6-8470-e4888b102f1f,
apple-542910172,我的最好時代,陳奕迅,compilation,2006-02-09,False,44,0,44,0,covers/542910172-我的最好時代.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E6%88%91%E7%9A%84%E6%9C%80%E5%A5%BD%E6%99%82%E4%BB%A3/542910172?uo=4 | https://musicbrainz.org/release-group/a60b069d-7618-421f-895f-20f9bd80f2d1,
apple-1462045698,Get A Life (Live),陳奕迅,live,2006-04-20,False,38,0,38,0,covers/1462045698-Get A Life (Live).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/get-a-life-live/1462045698?uo=4 | https://musicbrainz.org/release-group/b5d0a12c-06ac-32a0-941f-b62c940bfbde,
apple-1490822079,What's Going On...? (Remastered 2019),陳奕迅,studio,2006-11-23,False,10,0,10,0,covers/1490822079-What's Going On..._ (Remastered 2019).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/whats-going-on-remastered-2019/1490822079?uo=4 | https://musicbrainz.org/release-group/37ef8e29-9479-3e7c-b197-c70623427eda,
mb-a31bc717-6e9e-4937-b444-3bd3b430e19c,Sound & Sight,陳奕迅,compilation,2006-12,False,76,24,100,0,covers/mb-a31bc717-6e9e-4937-b444-3bd3b430e19c-Sound & Sight.jpg,,physical-reference,https://musicbrainz.org/release/a31bc717-6e9e-4937-b444-3bd3b430e19c | https://musicbrainz.org/release-group/bb6ad570-3c0d-48df-b248-c5fd1dea371b,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。
apple-1443816775,認了吧 (Hong Kong Version),陳奕迅,studio,2007-01-01,True,11,0,11,0,covers/1443816775-認了吧 (Hong Kong Version).jpg,"hk,tw",catalog,https://music.apple.com/hk/album/%E8%AA%8D%E4%BA%86%E5%90%A7-hong-kong-version/1443816775?uo=4 | https://musicbrainz.org/release-group/828d4fcd-99f2-3d42-b7b8-4e97a4e51981,
apple-1720091272,What's Going On...? (2nd Edition),陳奕迅,studio,2007-01-25,False,15,0,15,0,covers/1720091272-What's Going On..._ (2nd Edition).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/whats-going-on-2nd-edition/1720091272?uo=4 | https://musicbrainz.org/release-group/37ef8e29-9479-3e7c-b197-c70623427eda,
apple-1443352354,認了吧 (台灣版),陳奕迅,studio,2007-04-24,False,10,0,10,0,covers/1443352354-認了吧 (台灣版).jpg,"cn,tw,us",catalog,https://music.apple.com/tw/album/%E8%AA%8D%E4%BA%86%E5%90%A7-%E5%8F%B0%E7%81%A3%E7%89%88/1443352354?uo=4 | https://musicbrainz.org/release-group/828d4fcd-99f2-3d42-b7b8-4e97a4e51981,
mb-d9538398-826f-4c7f-96a8-0434a3d5f741,Crying in the Party,Eason Chan,single,2007-08-23,False,1,0,1,0,,,physical-reference,https://musicbrainz.org/release/d9538398-826f-4c7f-96a8-0434a3d5f741 | https://musicbrainz.org/release-group/ed09675b-7cf6-45f1-906d-0ec10135ef9b,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。 | 曲目已保存，独立封面尚未下载成功；不使用其他专辑图片代替。
apple-1462039068,Listen to Eason Chan,陳奕迅,studio,2007-10-18,True,20,0,20,0,covers/1462039068-Listen to Eason Chan.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/listen-to-eason-chan/1462039068?uo=4 | https://musicbrainz.org/release-group/a52bc0a6-105a-355a-ac65-73093155cc68,
apple-1490821997,Listen to Eason Chan (Remastered 2019),陳奕迅,studio,2007-10-18,False,10,0,10,0,covers/1490821997-Listen to Eason Chan (Remastered 2019).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/listen-to-eason-chan-remastered-2019/1490821997?uo=4 | https://musicbrainz.org/release-group/a52bc0a6-105a-355a-ac65-73093155cc68,
apple-542922079,你的陳奕迅國語精選,陳奕迅,compilation,2007-10-23,False,28,0,28,0,covers/542922079-你的陳奕迅國語精選.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E4%BD%A0%E7%9A%84%E9%99%B3%E5%A5%95%E8%BF%85%E5%9C%8B%E8%AA%9E%E7%B2%BE%E9%81%B8/542922079?uo=4 | https://musicbrainz.org/release-group/fa13d7bf-8a08-394b-9e92-4879c324932a,
apple-1462045568,Eason Moving on Stage 1 (Live),陳奕迅,live,2007-12-21,False,27,0,27,0,covers/1462045568-Eason Moving on Stage 1 (Live).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/eason-moving-on-stage-1-live/1462045568?uo=4 | https://musicbrainz.org/release-group/4e6d5f32-8025-4ae2-a29a-3a24e42db6de,
apple-1443826314,The 1st Eleven Years 然後呢?,陳奕迅,compilation,2008-01-01,False,8,0,8,0,covers/1443826314-The 1st Eleven Years 然後呢_.jpg,"cn,hk,tw",catalog,https://music.apple.com/hk/album/the-1st-eleven-years-%E7%84%B6%E5%BE%8C%E5%91%A2/1443826314?uo=4 | https://musicbrainz.org/release-group/8cf8a45c-fc02-3e4b-90a7-86c9c80344d1,
apple-1443493887,不想放手,陳奕迅,studio,2008-01-01,True,11,0,11,0,covers/1443493887-不想放手.jpg,"cn,hk,tw",supplemented-from-physical,https://music.apple.com/hk/album/%E4%B8%8D%E6%83%B3%E6%94%BE%E6%89%8B/1443493887?uo=4 | https://musicbrainz.org/release-group/208d3080-1ebf-35a4-8a0c-f04fe589d88e,按官方 11 曲 CD 发行补入曲序 2、3、6、9。
mb-876539aa-e420-46ff-b1d3-e2ae163278e0,路…一直都在,Eason Chan,single,2008-04-23,False,1,0,1,0,,,physical-reference,https://musicbrainz.org/release/876539aa-e420-46ff-b1d3-e2ae163278e0 | https://musicbrainz.org/release-group/c71a7075-c1a8-400d-bf5d-ee16652cca62,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。 | 曲目已保存，独立封面尚未下载成功；不使用其他专辑图片代替。
mb-222597bb-5615-40a0-8ec1-6b62e53a2c1e,陳奕迅 Eason,陳奕迅,compilation,2008-07-11,False,18,0,18,0,,,physical-reference,https://musicbrainz.org/release/222597bb-5615-40a0-8ec1-6b62e53a2c1e | https://musicbrainz.org/release-group/5778c157-8224-49b0-b058-a65598ca8335,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。 | 曲目已保存，独立封面尚未下载成功；不使用其他专辑图片代替。
mb-feefcae1-7e94-41c5-ade5-3f85496c52e6,The Best Moment,陳奕迅,compilation,2008-09-06,False,48,0,48,0,covers/mb-feefcae1-7e94-41c5-ade5-3f85496c52e6-The Best Moment.jpg,,physical-reference,https://musicbrainz.org/release/feefcae1-7e94-41c5-ade5-3f85496c52e6 | https://musicbrainz.org/release-group/a00fb7b3-299c-4015-88fb-6dc21b463aa5,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。
mb-69ab0add-aaab-4be4-af1f-e67e946e1f8e,陳奕迅48首選,陳奕迅,compilation,2008-12-23,False,48,0,48,0,covers/mb-69ab0add-aaab-4be4-af1f-e67e946e1f8e-陳奕迅48首選.jpg,,physical-reference,https://musicbrainz.org/release/69ab0add-aaab-4be4-af1f-e67e946e1f8e | https://musicbrainz.org/release-group/45ab9952-fb9d-4ecf-acd4-6b42028a57b0,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。
apple-1443774258,H3M,陳奕迅,studio,2009-01-01,True,10,0,10,0,covers/1443774258-H3M.jpg,"cn,hk,tw",catalog,https://music.apple.com/hk/album/h3m/1443774258?uo=4 | https://musicbrainz.org/release-group/27d848cf-f7bc-3284-aead-19c08a76c6e9,
apple-1442943933,Solidays,陳奕迅,compilation,2009-01-01,False,27,0,27,0,covers/1442943933-Solidays.jpg,"cn,hk,tw",supplemented-from-physical,https://music.apple.com/hk/album/solidays/1442943933?uo=4 | https://musicbrainz.org/release-group/10478872-39e1-3e3d-b997-b0aed2428bed,Apple 曲目接口未返回内容；按 2008 年官方 2CD 发行补入 27 首歌曲，附赠 DVD 不混入该数字版本。
apple-1442260565,上五樓的快活,陳奕迅,studio,2009-01-01,True,11,0,11,0,covers/1442260565-上五樓的快活.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E4%B8%8A%E4%BA%94%E6%A8%93%E7%9A%84%E5%BF%AB%E6%B4%BB/1442260565?uo=4 | https://musicbrainz.org/release-group/cc207d86-ebe1-4697-b938-bf4c9e53a86e,
apple-1442429995,上五樓的快活 (2nd Edition),陳奕迅,studio,2009-01-01,False,11,0,11,0,covers/1442429995-上五樓的快活 (2nd Edition).jpg,"cn,hk,tw",catalog,https://music.apple.com/hk/album/%E4%B8%8A%E4%BA%94%E6%A8%93%E7%9A%84%E5%BF%AB%E6%B4%BB-2nd-edition/1442429995?uo=4 | https://musicbrainz.org/release-group/cc207d86-ebe1-4697-b938-bf4c9e53a86e,
apple-1444311535,青春無晦 - Single,陳奕迅 & 謝安琪,single,2009-01-01,False,1,0,1,0,covers/1444311535-青春無晦 - Single.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E9%9D%92%E6%98%A5%E7%84%A1%E6%99%A6-single/1444311535?uo=4,
mb-2c62288c-961f-43eb-9513-95168bdb7711,"Allegro, Opus 3.3 a.m.",陳奕迅,single,2009-01-21,False,1,0,1,0,,,physical-reference,https://musicbrainz.org/release/2c62288c-961f-43eb-9513-95168bdb7711 | https://musicbrainz.org/release-group/b204d030-dd68-4ac4-8036-23182f8a5ca6,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。 | 曲目已保存，独立封面尚未下载成功；不使用其他专辑图片代替。
apple-1490822198,H3M (Remastered 2019),陳奕迅,studio,2009-03-23,False,10,0,10,0,covers/1490822198-H3M (Remastered 2019).jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/h3m-remastered-2019/1490822198?uo=4 | https://musicbrainz.org/release-group/27d848cf-f7bc-3284-aead-19c08a76c6e9,
mb-2039c348-f3c0-435d-95b4-496aeef114ba,Super Master Series: Eason Chan 陳奕迅,陳奕迅,compilation,2009-06,False,16,0,16,0,,,physical-reference,https://musicbrainz.org/release/2039c348-f3c0-435d-95b4-496aeef114ba | https://musicbrainz.org/release-group/713896c9-ae66-4171-8d12-2230a259b23f,Apple 四区目录未找到该发行 ID；依据 MusicBrainz 指定版本保存，未与相似标题版本合并。 | 曲目已保存，独立封面尚未下载成功；不使用其他专辑图片代替。
apple-1876913960,从何说起 (《纯真的年代》电视剧主题曲) - Single,陳奕迅,single,2009-09-23,False,1,0,1,0,covers/1876913960-从何说起 (《纯真的年代》电视剧主题曲) - Single.jpg,"cn,hk,tw,us",catalog,https://music.apple.com/hk/album/%E4%BB%8E%E4%BD%95%E8%AF%B4%E8%B5%B7-%E7%BA%AF%E7%9C%9F%E7%9A%84%E5%B9%B4%E4%BB%A3-%E7%94%B5%E8%A7%86%E5%89%A7%E4%B8%BB%E9%A2%98%E6%9B%B2-single/1876913960?uo=4,
apple-1444447867,City of Hope - Single,陳奕迅,single,2010-01-01,False,1,0,1,0,covers/1444447867-City of Hope - Single.jpg,"cn,hk,tw",catalog,https://music.apple.com/hk/album/city-of-hope-single/1444447867?uo=4,
apple-1445706572,"Eason Chan Duo Concert 2010, Vol. 1",陳奕迅,live,2010-01-01,False,0,13,13,0,"covers/1445706572-Eason Chan Duo Concert 2010, Vol. 1.jpg","cn,hk,tw,us",catalog,https://music.apple.com/hk/album/eason-chan-duo-concert-2010-vol-1/1445706572?uo=4,
apple-1445713570,"Eason Chan Duo Concert 2010, Vol. 3",陳奕迅,live,2010-01-01,False,0,9,9,0,"covers/1445713570-Eason Chan Duo Concert 2010, Vol. 3.jpg","cn,hk,tw,us",catalog,https://music.apple.com/hk/album/eason-chan-duo-concert-2010-vol-3/1445713570?uo=4,
